ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
LXGB,large_airport,Gibraltar Airport,12,EU,GI,GI-U-A,Gibraltar,LXGB,GIB,LXGB,,"36.151199, -5.34966"
LYBE,large_airport,Belgrade Nikola Tesla Airport,335,EU,RS,RS-00,Belgrade,LYBE,BEG,LYBE,,"44.818401, 20.309099"
LYBR,small_airport,Berane Airport,2287,EU,ME,ME-03,Berane,LYBR,IVG,LYBR,,"42.8390007019043, 19.86199951171875"
LYBT,medium_airport,Batajnica Air Base,265,EU,RS,RS-00,Zemun,LYBT,BJY,LYBT,,"44.935299, 20.2575"
LYKV,medium_airport,Morava Airport,686,EU,RS,RS-18,Kraljevo,LYKV,KVO,LYKV,,"43.817519, 20.586662"
LYNI,medium_airport,Ni? Constantine the Great Airport,648,EU,RS,RS-20,Ni?,LYNI,INI,LYNI,,"43.337009, 21.85451"
LYPG,large_airport,Podgorica Airport / Podgorica Golubovci Airbase,141,EU,ME,ME-16,Podgorica,LYPG,TGD,LYPG,,"42.359402, 19.2519"
LYTV,medium_airport,Tivat Airport,20,EU,ME,ME-19,Tivat,LYTV,TIV,LYTV,,"42.404701232910156, 18.72330093383789"
LYUZ,medium_airport,Ponikve Airport,2966,EU,RS,RS-16,Stapari,LYUZ,UZC,LYUZ,,"43.898899, 19.697701"
LZIB,large_airport,M. R. ?tef?nik Airport,436,EU,SK,SK-BL,Bratislava,LZIB,BTS,LZIB,,"48.1702, 17.2127"
LZKZ,medium_airport,Ko?ice International Airport,755,EU,SK,SK-KI,Ko?ice,LZKZ,KSC,LZKZ,,"48.663101, 21.2411"
LZLU,small_airport,Lu?enec Airfield,,EU,SK,SK-BC,Lu?enec,LZLU,LUE,LZLU,,"48.339401, 19.7358"
LZPP,medium_airport,Pie??any Airport,545,EU,SK,SK-TA,Pie??any,LZPP,PZY,LZPP,,"48.62519836425781, 17.828399658203125"
LZPW,small_airport,Pre?ov Air Base,1060,EU,SK,SK-PV,Pre?ov,LZPW,POV,LZPW,,"49.02970123291, 21.315599441528"
LZSL,medium_airport,Slia? Airport,1043,EU,SK,SK-BC,Slia?,LZSL,SLD,LZSL,,"48.63779830932617, 19.13409996032715"
LZTT,medium_airport,Poprad-Tatry Airport,2356,EU,SK,SK-PV,Poprad,LZTT,TAT,LZTT,,"49.073601, 20.2411"
LZZI,medium_airport,?ilina-Doln? Hri?ov Airport,1020,EU,SK,SK-ZI,Doln? Hri?ov,LZZI,ILZ,LZZI,,"49.233292, 18.613386"
MBGT,medium_airport,JAGS McCartney International Airport,13,NA,TC,TC-GT,Cockburn Town,MBGT,GDT,MBGT,,"21.4445, -71.142303"
MBMC,small_airport,Middle Caicos Airport,9,NA,TC,TC-MC,Middle Caicos,MBMC,MDS,MBMC,,"21.82602, -71.8025"
MBNC,medium_airport,North Caicos Airport,10,NA,TC,TC-NC,North Caicos,MBNC,NCA,MBNC,,"21.916094, -71.942954"
MBPI,small_airport,Pine Cay Airport,3,NA,TC,TC-PN,Pine Cay,MBPI,PIC,MBPI,,"21.874661, -72.090573"
MBPV,large_airport,Providenciales International Airport,15,NA,TC,TC-PR,Providenciales,MBPV,PLS,MBPV,,"21.773697, -72.268321"
MBSC,medium_airport,South Caicos Airport,6,NA,TC,TC-SC,South Caicos,MBSC,XSC,MBSC,,"21.515699, -71.528503"
MBSY,small_airport,Salt Cay Airport,3,NA,TC,TC-SL,Salt Cay,MBSY,SLX,MBSY,,"21.333000183099998, -71.1999969482"
MDBH,medium_airport,Maria Montez International Airport,10,NA,DO,DO-04,Barahona,MDBH,BRX,MDBH,,"18.25149917602539, -71.12039947509766"
MDCR,medium_airport,Cabo Rojo Airport,262,NA,DO,DO-16,Cabo Rojo,MDCR,CBJ,MDCR,,"17.929000854492188, -71.6447982788086"
MDCY,medium_airport,Saman? El Catey International Airport,30,NA,DO,DO-20,Samana,MDCY,AZS,MDCY,,"19.269259, -69.737405"
MDCZ,small_airport,Constanza - Expedici?n 14 de Junio National Airport,3952,NA,DO,DO-13,Costanza,MDCZ,COZ,MDCZ,,"18.907499, -70.721901"
MDJB,medium_airport,La Isabela International Airport,98,NA,DO,DO-01,La Isabela,MDJB,JBQ,MDJB,,"18.572500228881836, -69.98560333251953"
MDLR,large_airport,Casa De Campo International Airport,213,NA,DO,DO-12,La Romana,MDLR,LRM,MDLR,,"18.452222, -68.911111"
MDPC,large_airport,Punta Cana International Airport,47,NA,DO,DO-11,Punta Cana,MDPC,PUJ,MDPC,,"18.5674, -68.363403"
MDPP,medium_airport,Gregorio Luperon International Airport,15,NA,DO,DO-18,Puerto Plata,MDPP,POP,MDPP,,"19.7579, -70.57"
MDSD,large_airport,Las Am?ricas International Airport,59,NA,DO,DO-01,Santo Domingo,MDSD,SDQ,MDSD,,"18.42970085144, -69.668899536133"
MDST,medium_airport,Cibao International Airport,565,NA,DO,DO-25,Santiago,MDST,STI,MDST,,"19.406099319458008, -70.60469818115234"
MGCB,medium_airport,Coban Airport,4339,NA,GT,GT-AV,Coban,MGCB,CBV,MGCB,,"15.469, -90.4067"
MGCR,small_airport,Carmelita Airport,753,NA,GT,GT-PE,Carmelita,MGCR,CMM,MGCR,,"17.461201, -90.053703"
MGCT,small_airport,Coatepeque Airport,1486,NA,GT,GT-QZ,Coatepeque,MGCT,CTF,MGCT,,"14.6942, -91.8825"
MGGT,large_airport,La Aurora Airport,4952,NA,GT,GT-GU,Guatemala City,MGGT,GUA,MGGT,,"14.5833, -90.527496"
MGHT,small_airport,Huehuetenango Airport,6135,NA,GT,GT-HU,Huehuetenango,MGHT,HUG,MGHT,,"15.316667, -91.505556"
MGPB,medium_airport,Puerto Barrios Airport,33,NA,GT,GT-IZ,Puerto Barrios,MGPB,PBR,MGPB,,"15.7309, -88.583801"
MGPG,small_airport,Playa Grande Airport,577,NA,GT,GT-QC,Playa Grande,MGPG,PKJ,MGPG,,"15.9975, -90.741699"
MGPP,small_airport,Popt?n Airport,1801,NA,GT,GT-PE,Popt?n,MGPP,PON,MGPP,,"16.325799942017, -89.41609954834"
MGQC,small_airport,Quich? Airport,6631,NA,GT,GT-QC,Santa Cruz del Quich?,MGQC,AQB,MGQC,,"15.0122, -91.150597"
MGQZ,small_airport,Quezaltenango Airport,7779,NA,GT,GT-QZ,Quezaltenango,MGQZ,AAZ,MGQZ,,"14.8656, -91.501999"
MGRB,medium_airport,Rubelsanto Airport,426,NA,GT,GT-AV,Rubelsanto,MGRB,RUV,MGRB,,"15.992, -90.445297"
MGRD,small_airport,Las Vegas Airport,28,NA,GT,GT-IZ,Rio Dulce,MGRD,LCF,MGRD,,"15.668363, -88.961763"
MGRT,medium_airport,Retalhuleu Airport,656,NA,GT,GT-RE,Retalhuleu,MGRT,RER,MGRT,,"14.521431, -91.697001"
MGSJ,medium_airport,San Jos? Airport,29,NA,GT,GT-ES,Puerto San Jos?,MGSJ,GSJ,MGSJ,,"13.9362, -90.8358"
MHAH,small_airport,Ahuas Airport,249,NA,HN,HN-GD,Ahuas,MHAH,AHS,MHAH,,"15.4722, -84.352203"
MHCS,small_airport,Coyoles Airport,492,NA,HN,HN-YO,Coyoles,MHCS,CYL,MHCS,,"15.445556, -86.675278"
MHEA,small_airport,El Array?n Airport,722,NA,HN,HN-YO,Olanchito,MHEA,OAN,MHEA,,"15.505556, -86.574722"
MHGE,small_airport,El Aguacate Airport,1296,NA,HN,HN-OL,El Aguacate,MHGE,CAA,MHGE,,"14.875, -85.776108"
MHIR,small_airport,Iriona Airport,8,NA,HN,HN-CL,Iriona,MHIR,IRN,MHIR,,"15.939167022700001, -85.13722229"
MHJU,small_airport,Jutigalpa airport,1314,NA,HN,HN-OL,Jutigalpa,MHJU,JUT,MHJU,,"14.652600288391113, -86.22029876708984"
MHLC,medium_airport,Goloson International Airport,39,NA,HN,HN-AT,La Ceiba,MHLC,LCE,MHLC,,"15.7425, -86.852997"
MHLE,small_airport,La Esperanza Airport,5475,NA,HN,HN-IN,La Esperanza,MHLE,LEZ,MHLE,,"14.291111, -88.175003"
MHLM,medium_airport,Ram?n Villeda Morales International Airport,91,NA,HN,HN-CR,San Pedro Sula,MHLM,SAP,MHLM,,"15.4526, -87.923599"
MHNJ,medium_airport,La Laguna Airport,49,NA,HN,HN-IB,Guanaja,MHNJ,GJA,MHNJ,,"16.4454, -85.906601"
MHPC,small_airport,Palacios Airport,18,NA,HN,HN-GD,Palacios,MHPC,PCH,MHPC,,"15.955, -84.941391"
MHPL,small_airport,Puerto Lempira Airport,33,NA,HN,HN-GD,Puerto Lempira,MHPL,PEU,MHPL,,"15.2622, -83.781197"
MHRO,medium_airport,Juan Manuel G?lvez International Airport,39,NA,HN,HN-IB,Coxen Hole,MHRO,RTB,MHRO,,"16.316799, -86.523003"
MHTE,medium_airport,Tela Airport,7,NA,HN,HN-AT,Tela,MHTE,TEA,MHTE,,"15.7759, -87.4758"
MHTG,medium_airport,Toncont?n International Airport,3294,NA,HN,HN-FM,Tegucigalpa,MHTG,TGU,MHTG,,"14.0609, -87.217201"
MHTJ,medium_airport,Trujillo Airport,3,NA,HN,HN-CL,Trujillo,MHTJ,TJI,MHTJ,,"15.926599, -85.938573"
MHUL,small_airport,Sulaco Airport,400,NA,HN,HN-YO,Sulaco,MHUL,SCD,MHUL,,"14.90719985961914, -87.26339721679688"
MHUT,small_airport,Utila Airport,29,NA,HN,HN-IB,Utila Island,MHUT,UII,MHUT,,"16.1131, -86.880302"
MHYR,small_airport,Yoro Airport,2215,NA,HN,HN-YO,Yoro,MHYR,ORO,MHYR,,"15.1275, -87.135"
MKBS,medium_airport,Ian Fleming International Airport,90,NA,JM,JM-05,Boscobel,MKBS,OCJ,MKBS,,"18.404079, -76.969754"
MKJP,large_airport,Norman Manley International Airport,10,NA,JM,JM-01,Kingston,MKJP,KIN,MKJP,,"17.935699462890625, -76.7874984741211"
MKJS,medium_airport,Sangster International Airport,4,NA,JM,JM-08,Montego Bay,MKJS,MBJ,MKJS,,"18.5037, -77.913399"
MKKJ,medium_airport,Ken Jones Airport,20,NA,JM,JM-04,Ken Jones,MKKJ,POT,MKKJ,,"18.1987991333, -76.53450012210001"
MKNG,small_airport,Negril Airport,9,NA,JM,JM-09,Negril,MKNG,NEG,MKNG,,"18.341712, -78.334164"
MKTP,medium_airport,Tinson Pen Airport,16,NA,JM,JM-02,Tinson Pen,MKTP,KTP,MKTP,,"17.98859977722168, -76.82379913330078"
MMAA,medium_airport,General Juan N. ?lvarez International Airport,16,NA,MX,MX-GRO,Acapulco,MMAA,ACA,MMAA,,"16.757126, -99.753113"
MMAN,medium_airport,Del Norte International Airport,1476,NA,MX,MX-NLE,Monterrey,MMAN,NTR,MMAN,ADN,"25.865601, -100.237"
MMAS,medium_airport,Jes?s Ter?n Peredo International Airport,6112,NA,MX,MX-AGU,Aguascalientes,MMAS,AGU,MMAS,,"21.699589, -102.318372"
MMBT,medium_airport,Bah?as de Huatulco International Airport,464,NA,MX,MX-OAX,Huatulco,MMBT,HUX,MMBT,HU1,"15.774909, -96.260319"
MMCA,small_airport,Cananea National Airport,4921,NA,MX,MX-SON,Cananea,MMCA,CNA,MMCA,CNA,"31.06615, -110.097878"
MMCB,medium_airport,General Mariano Matamoros International Airport,4277,NA,MX,MX-MOR,Temixco,MMCB,CVJ,MMCB,,"18.833922, -99.261818"
MMCC,small_airport,Ciudad Acu?a New International Airport,1410,NA,MX,MX-COA,Ciudad Acu?a,MMCC,ACN,MMCC,EFN,"29.333662, -101.100555"
MMCE,medium_airport,Ciudad del Carmen International Airport,10,NA,MX,MX-CAM,Ciudad del Carmen,MMCE,CME,MMCE,,"18.65369987487793, -91.79900360107422"
MMCG,small_airport,Aeropuerto Municipal de Nuevo Casas Grandes,4850,NA,MX,MX-CHH,Nuevo Casas Grandes,MMCG,NCG,MMCG,NCG,"30.3974, -107.875"
MMCL,medium_airport,Bachigualato Federal International Airport,108,NA,MX,MX-SIN,Culiac?n,MMCL,CUL,MMCL,,"24.76504, -107.475228"
MMCM,medium_airport,Chetumal International Airport,39,NA,MX,MX-ROO,Chetumal,MMCM,CTM,MMCM,,"18.504985, -88.328018"
MMCN,medium_airport,Ciudad Obreg?n International Airport,243,NA,MX,MX-SON,Ciudad Obreg?n,MMCN,CEN,MMCN,,"27.39259910583496, -109.83300018310547"
MMCO,small_airport,San Antonio Copalar Airport,5161,NA,MX,MX-CHP,Comit?n,MMCO,CJT,MMCO,,"16.176701, -92.050598"
MMCP,medium_airport,Ingeniero Alberto Acu?a Ongay International Airport,34,NA,MX,MX-CAM,Campeche,MMCP,CPE,MMCP,,"19.816799163800003, -90.5002975464"
MMCS,medium_airport,Abraham Gonz?lez International Airport,3904,NA,MX,MX-CHH,Ciudad Ju?rez,MMCS,CJS,MMCS,,"31.63610076904297, -106.42900085449219"
MMCT,small_airport,Chich?n Itz? International Airport,102,NA,MX,MX-YUC,Tin?m,MMCT,CZA,MMCT,,"20.6413, -88.446198"
MMCU,medium_airport,General Roberto Fierro Villalobos International Airport,4462,NA,MX,MX-CHH,Chihuahua,MMCU,CUU,MMCU,,"28.7029, -105.964996"
MMCV,medium_airport,General Pedro Jose Mendez International Airport,761,NA,MX,MX-TAM,Ciudad Victoria,MMCV,CVM,MMCV,,"23.7033004761, -98.9564971924"
MMCY,medium_airport,Captain Rogelio Castillo National Airport,5709,NA,MX,MX-GUA,Celaya,MMCY,CYW,MMCY,CYA,"20.545998, -100.886539"
MMCZ,large_airport,Cozumel International Airport,15,NA,MX,MX-ROO,Cozumel,MMCZ,CZM,MMCZ,,"20.514922, -86.928538"
MMDM,small_airport,Ciudad Mante Los Huastecas National Airport,341,NA,MX,MX-TAM,Ciudad Mante,MMDM,MMC,MMDM,CDM,"22.738957, -99.018516"
MMDO,large_airport,General Guadalupe Victoria International Airport,6104,NA,MX,MX-DUR,Durango,MMDO,DGO,MMDO,,"24.125468, -104.527938"
MMEP,medium_airport,Amado Nervo National Airport,3020,NA,MX,MX-NAY,Tepic,MMEP,TPQ,MMEP,TNY,"21.419833, -104.842472"
MMES,small_airport,Ensenada International Airport / El Cipr?s Air Base,66,NA,MX,MX-BCN,Ensenada,MMES,ESE,MMES,ENS,"31.795175, -116.60265"
MMGL,large_airport,Guadalajara International Airport,5016,NA,MX,MX-JAL,Guadalajara,MMGL,GDL,MMGL,GDL,"20.523342, -103.310108"
MMGM,medium_airport,General Jos? Mar?a Y??ez International Airport,59,NA,MX,MX-SON,Guaymas,MMGM,GYM,MMGM,,"27.9689998626709, -110.92500305175781"
MMGR,small_airport,Guerrero Negro Airport,59,NA,MX,MX-BCN,San Quint?n,MMGR,GUB,MMGR,GRN,"28.0261, -114.024002"
MMHC,small_airport,Tehuac?n National Airport,5509,NA,MX,MX-PUE,Tehuac?n,MMHC,TCN,MMHC,,"18.49722, -97.42011"
MMHO,medium_airport,General Ignacio P. Garcia International Airport,627,NA,MX,MX-SON,Hermosillo,MMHO,HMO,MMHO,,"29.093527, -111.049891"
MMIA,medium_airport,Licenciado Miguel de la Madrid International Airport,2467,NA,MX,MX-COL,Colima,MMIA,CLQ,MMIA,COL,"19.277, -103.577002"
MMIM,small_airport,Isla Mujeres National Airport,7,NA,MX,MX-ROO,Isla Mujeres,MMIM,ISJ,MMIM,,"21.245962, -86.740365"
MMIO,medium_airport,Plan De Guadalupe International Airport,4778,NA,MX,MX-COA,Saltillo,MMIO,SLW,MMIO,,"25.544145, -100.930195"
MMIT,medium_airport,General Antonio C?rdenas Rodr?guez National Airport / Ixtepec Air Base,164,NA,MX,MX-OAX,Ixtepec,MMIT,IZT,MMIT,,"16.445961, -95.093708"
MMJA,medium_airport,El Lencero Airport,3127,NA,MX,MX-VER,Emiliano Zapata,MMJA,JAL,MMJA,,"19.475107, -96.797008"
MMJC,small_airport,Jorge Jim?nez Cant? National Airport,8120,NA,MX,MX-MEX,Atizap?n de Zaragoza,MMJC,AZP,MMJC,JJC,"19.574155, -99.291183"
MMLC,medium_airport,L?zaro C?rdenas Airport,39,NA,MX,MX-MIC,L?zaro C?rdenas,MMLC,LZC,MMLC,,"18.001672, -102.220316"
MMLM,medium_airport,Valle del Fuerte International Airport,16,NA,MX,MX-SIN,Los Mochis,MMLM,LMM,MMLM,,"25.685447, -109.081055"
MMLO,medium_airport,Del Baj?o International Airport,5956,NA,MX,MX-GUA,Silao,MMLO,BJX,MMLO,BJ1,"20.992695, -101.480284"
MMLP,medium_airport,Manuel M?rquez de Le?n International Airport,69,NA,MX,MX-BCS,La Paz,MMLP,LAP,MMLP,,"24.072701, -110.362"
MMLT,medium_airport,Loreto International Airport,34,NA,MX,MX-BCS,Loreto,MMLT,LTO,MMLT,,"25.989200592041016, -111.3479995727539"
MMMA,medium_airport,General Servando Canales International Airport,25,NA,MX,MX-TAM,Matamoros,MMMA,MAM,MMMA,,"25.7698993683, -97.5252990723"
MMMD,large_airport,Manuel Crescencio Rej?n International Airport,38,NA,MX,MX-YUC,M?rida,MMMD,MID,MMMD,,"20.930485, -89.645462"
MMMG,small_airport,Mulege Airport,66,NA,MX,MX-BCS,Mulege,MMMG,MUG,MMMG,,"26.905347, -111.970725"
MMML,medium_airport,General Rodolfo S?nchez Taboada International Airport,74,NA,MX,MX-BCN,Mexicali,MMML,MXL,MMML,M1L,"32.630629, -115.242805"
MMMM,medium_airport,General Francisco J. Mujica International Airport,6033,NA,MX,MX-MIC,Morelia,MMMM,MLM,MMMM,,"19.849899, -101.025002"
MMMT,medium_airport,Minatitl?n/Coatzacoalcos International Airport,36,NA,MX,MX-VER,Cosoleacaque,MMMT,MTT,MMMT,,"18.103399, -94.580704"
MMMV,medium_airport,Monclova International Airport,1864,NA,MX,MX-COA,Monclova,MMMV,LOV,MMMV,MOV,"26.9557, -101.470001"
MMMX,large_airport,Benito Ju?rez International Airport,7316,NA,MX,MX-DIF,Ciudad de M?xico,MMMX,MEX,MMMX,ME1,"19.435137, -99.071328"
MMMY,large_airport,Monterrey International Airport,1278,NA,MX,MX-NLE,Monterrey,MMMY,MTY,MMMY,,"25.778521, -100.106989"
MMMZ,large_airport,General Rafael Buelna International Airport,38,NA,MX,MX-SIN,Mazatl?n,MMMZ,MZT,MMMZ,,"23.161474, -106.264572"
MMNG,small_airport,Nogales International Airport,3990,NA,MX,MX-SON,Nogales,MMNG,NOG,MMNG,,"31.225756, -110.976934"
MMNL,medium_airport,Quetzalc?atl International Airport,484,NA,MX,MX-TAM,Nuevo Laredo,MMNL,NLD,MMNL,,"27.443899, -99.570503"
MMOX,medium_airport,Xoxocotl?n International Airport,4989,NA,MX,MX-OAX,Oaxaca,MMOX,OAX,MMOX,,"17.000814, -96.72197"
MMPA,medium_airport,El Taj?n National Airport,497,NA,MX,MX-VER,Poza Rica,MMPA,PAZ,MMPA,,"20.6026992798, -97.46080017090001"
MMPB,medium_airport,Hermanos Serd?n International Airport,7361,NA,MX,MX-PUE,Puebla,MMPB,PBC,MMPB,,"19.158465, -98.371582"
MMPE,small_airport,Mar de Cort?s International Airport,71,NA,MX,MX-SON,Puerto Pe?asco,MMPE,PPE,MMPE,AMC,"31.351987, -113.305177"
MMPG,medium_airport,Piedras Negras International Airport,901,NA,MX,MX-COA,Piedras Negras,MMPG,PDS,MMPG,PNG,"28.627873, -100.53524"
MMPL,small_airport,Punta Colorada Airport,55,NA,MX,MX-BCS,La Ribera,MMPL,PCO,MMPL,PCL,"23.575011, -109.535826"
MMPN,medium_airport,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,5258,NA,MX,MX-MIC,Uruapan,MMPN,UPN,MMPN,,"19.3967, -102.039001"
MMPQ,small_airport,Palenque International Airport,200,NA,MX,MX-CHP,Palenque,MMPQ,PQM,MMPQ,,"17.533153, -92.015484"
MMPR,large_airport,Puerto Vallarta International Airport,23,NA,MX,MX-JAL,Puerto Vallarta,MMPR,PVR,MMPR,,"20.679913, -105.254391"
MMPS,medium_airport,Puerto Escondido International Airport,294,NA,MX,MX-OAX,Puerto Escondido,MMPS,PXM,MMPS,P1M,"15.876808, -97.0891"
MMQT,medium_airport,Quer?taro Intercontinental Airport,6296,NA,MX,MX-QUE,Quer?taro,MMQT,QRO,MMQT,QET,"20.6173, -100.185997"
MMRX,medium_airport,General Lucio Blanco International Airport,139,NA,MX,MX-TAM,Reynosa,MMRX,REX,MMRX,REI,"26.0089, -98.2285"
MMSD,large_airport,Los Cabos International Airport,374,NA,MX,MX-BCS,San Jos? del Cabo,MMSD,SJD,MMSD,,"23.151919, -109.720731"
MMSF,small_airport,San Felipe International Airport,148,NA,MX,MX-BCN,Mexicali,MMSF,SFH,MMSF,SFE,"30.93006, -114.808459"
MMSM,large_airport,General Felipe ?ngeles International Airport,7369,NA,MX,MX-MEX,Mexico City,MMSM,NLU,MMSM,SLM,"19.7357, -99.0257"
MMSP,medium_airport,Ponciano Arriaga International Airport,6035,NA,MX,MX-SLP,San Luis Potos?,MMSP,SLP,MMSP,,"22.254299163800003, -100.930999756"
MMSZ,small_airport,Estaci?n Aeronaval de Salina Cruz,75,NA,MX,MX-OAX,Salina Cruz,MMSZ,SCX,MMSZ,MM57,"16.212601, -95.201599"
MMTC,medium_airport,Francisco Sarabia Tinoco International Airport,3688,NA,MX,MX-COA,Torre?n,MMTC,TRC,MMTC,,"25.5683, -103.411003"
MMTG,medium_airport,Angel Albino Corzo International Airport,1499,NA,MX,MX-CHP,Tuxtla Guti?rrez,MMTG,TGZ,MMTG,TGZ,"16.5636005402, -93.02249908450001"
MMTJ,large_airport,General Abelardo L. Rodriguez International Airport,489,NA,MX,MX-BCN,Tijuana,MMTJ,TIJ,MMTJ,,"32.541043, -116.969976"
MMTL,medium_airport,Felipe Carrillo Puerto International Airport,66,NA,MX,MX-ROO,Tulum,MMTL,TQO,MMTL,,"20.172098, -87.660272"
MMTM,medium_airport,General Francisco Javier Mina International Airport,80,NA,MX,MX-TAM,Tampico,MMTM,TAM,MMTM,,"22.2964000702, -97.8658981323"
MMTN,small_airport,Tamu?n National Airport,164,NA,MX,MX-SLP,Tamu?n,MMTN,TSL,MMTN,TMN,"22.0383, -98.806502"
MMTO,medium_airport,Adolfo L?pez Mateos International Airport,8466,NA,MX,MX-MEX,Toluca,MMTO,TLC,MMTO,,"19.3369, -99.56583"
MMTP,medium_airport,Tapachula International Airport,97,NA,MX,MX-CHP,Tapachula,MMTP,TAP,MMTP,,"14.794549, -92.369871"
MMTU,small_airport,Base Aeronaval de Tulum,7,NA,MX,MX-ROO,Tulum,MMTU,TUY,MMTU,TUY,"20.227301, -87.438203"
MMUN,large_airport,Canc?n International Airport,22,NA,MX,MX-ROO,Canc?n,MMUN,CUN,MMUN,,"21.039444, -86.874304"
MMVA,medium_airport,Carlos Rovirosa P?rez International Airport,46,NA,MX,MX-TAB,Villahermosa,MMVA,VSA,MMVA,,"17.997, -92.817398"
MMVR,medium_airport,General Heriberto Jara International Airport,90,NA,MX,MX-VER,Veracruz,MMVR,VER,MMVR,,"19.1459007263, -96.1873016357"
MMZC,medium_airport,General Leobardo C. Ruiz International Airport,7141,NA,MX,MX-ZAC,Zacatecas,MMZC,ZCL,MMZC,,"22.8971, -102.686996"
MMZH,medium_airport,Ixtapa-Zihuatanejo International Airport,26,NA,MX,MX-GRO,Ixtapa,MMZH,ZIH,MMZH,,"17.601771, -101.460629"
MMZM,small_airport,Zamora Airport,5141,NA,MX,MX-MIC,Zamora,MMZM,ZMM,MMZM,ZAM,"20.045, -102.276001"
MMZO,medium_airport,Playa de Oro International Airport,30,NA,MX,MX-COL,Manzanillo,MMZO,ZLO,MMZO,,"19.1448, -104.558998"
MNBL,medium_airport,Bluefields Airport,20,NA,NI,NI-AS,Bluefileds,MNBL,BEF,MNBL,,"11.991, -83.774101"
MNBZ,small_airport,San Pedro Airport,600,NA,NI,NI-AN,Bonanza,MNBZ,BZA,MNBZ,,"14.031524, -84.624311"
MNCE,small_airport,Costa Esmeralda Airport,84,NA,NI,NI-RI,Tola,MNCE,ECI,MNCE,ECI,"11.427542, -86.033361"
MNCI,small_airport,Corn Island Airport,1,NA,NI,NI-AS,Corn Island,MNCI,RNI,MNCI,,"12.174785, -83.059445"
MNMG,medium_airport,Augusto C. Sandino (Managua) International Airport,194,NA,NI,NI-MN,Managua,MNMG,MGA,MNMG,,"12.141500473022461, -86.16819763183594"
MNPC,medium_airport,Puerto Cabezas Airport,52,NA,NI,NI-AN,Puerto Cabezas,MNPC,PUZ,MNPC,,"14.047200202941895, -83.38670349121094"
MNRT,small_airport,Rosita Airport,193,NA,NI,NI-AN,La Rosita,MNRT,RFS,MNRT,,"13.889699935913086, -84.40889739990234"
MNSC,small_airport,San Carlos Airport,91,NA,NI,NI-SJ,San Carlos,MNSC,NCR,MNSC,,"11.13556, -84.768727"
MNSI,small_airport,Siuna,606,NA,NI,NI-AN,Siuna,MNSI,SIU,MNSI,,"13.727222, -84.777779"
MNWP,small_airport,Waspam Airport,98,NA,NI,NI-AN,Waspam,MNWP,WSP,MNWP,,"14.7392, -83.969398"
MPBO,medium_airport,Bocas del Toro International Airport,10,NA,PA,PA-1,Isla Col?n,MPBO,BOC,MPBO,,"9.34085, -82.250801"
MPCE,medium_airport,Alonso Valderrama Airport,33,NA,PA,PA-6,Chitr?,MPCE,CTD,MPCE,,"7.98784, -80.409837"
MPCH,medium_airport,Changuinola Captain Manuel Ni?o International Airport,19,NA,PA,PA-1,Changuinola,MPCH,CHX,MPCH,,"9.458962, -82.515062"
MPDA,medium_airport,Enrique Malek International Airport,89,NA,PA,PA-4,David,MPDA,DAV,MPDA,,"8.391, -82.434998"
MPEJ,medium_airport,Enrique Adolfo Jimenez Airport,25,NA,PA,PA-3,Col?n,MPEJ,ONX,MPEJ,,"9.35664, -79.867401"
MPJE,small_airport,Jaqu? Airport,29,NA,PA,PA-5,Jaqu?,MPJE,JQE,MPJE,,"7.51778, -78.157204"
MPMG,medium_airport,Marcos A. Gelabert International Airport,31,NA,PA,PA-8,Albrook,MPMG,PAC,MPMG,,"8.97334, -79.555603"
MPOA,small_airport,Puerto Obald?a Airport,223,NA,PA,PA-GY,Puerto Obald?a,MPOA,PUE,MPOA,,"8.668813, -77.417399"
MPSA,medium_airport,Ruben Cantu Airport,272,NA,PA,PA-9,Santiago,MPSA,SYP,MPSA,,"8.085599899291992, -80.94529724121094"
MPSM,small_airport,Scarlett Martinez International Airport,105,NA,PA,PA-2,R?o Hato,MPSM,RIH,MPSM,,"8.375880241394, -80.127899169922"
MPTO,large_airport,Tocumen International Airport,135,NA,PA,PA-8,Tocumen,MPTO,PTY,MPTO,,"9.07136, -79.383499"
MPVR,small_airport,El Porvenir Airport,17,NA,PA,PA-GY,El Porvenir,MPVR,PVE,MPVR,,"9.559212, -78.946631"
MPWN,small_airport,Wannukandi Airport,6,NA,PA,PA-GY,San Blas,MPWN,NBL,MPWN,,"9.273476, -78.139848"
MRAN,small_airport,La Fortuna Arenal Airport,342,NA,CR,CR-A,La Fortuna,MRAN,FON,MRAN,,"10.469311, -84.579073"
MRBA,medium_airport,Buenos Aires Airport,1214,NA,CR,CR-P,Punta Arenas,MRBA,BAI,MRBA,,"9.163949, -83.330171"
MRBC,medium_airport,Barra del Colorado Airport,3,NA,CR,CR-L,Pococi,MRBC,BCL,MRBC,,"10.7687, -83.585602"
MRBT,small_airport,Barra del Tortuguero,19,NA,CR,CR-L,Tortuguero,MRBT,TTQ,MRBT,,"10.569, -83.5149"
MRCC,medium_airport,Coto 47 Airport,26,NA,CR,CR-P,Corredores,MRCC,OTR,MRCC,,"8.60156, -82.968754"
MRCH,small_airport,Chacarita Airport,7,NA,CR,CR-P,Puntarenas,MRCH,JAP,MRCH,,"9.98141, -84.772697"
